Tiêu đề,Link,Mô tả
Rủi ro khi mua tiền số liên quan Tổng thống Trump,https://dantri.com.vn/cong-nghe/rui-ro-khi-mua-tien-so-lien-quan-tong-thong-trump-20250507231139392.htm,Không có mô tả
"Thế hệ ""Kỹ sư 57"": Nguồn lực trẻ thực thi Nghị quyết 57",https://dantri.com.vn/cong-nghe/the-he-ky-su-57-nguon-luc-tre-thuc-thi-nghi-quyet-57-20250507200431806.htm,Không có mô tả
"Pin silicon hoạt động 14 tiếng: Apple, Samsung chậm chân?",https://dantri.com.vn/cong-nghe/pin-silicon-hoat-dong-14-tieng-apple-samsung-cham-chan-20250506175415065.htm,Không có mô tả
Để Việt Nam bứt phá: Hướng đi từ nền tảng đến hành động,https://dantri.com.vn/cong-nghe/de-viet-nam-but-pha-huong-di-tu-nen-tang-den-hanh-dong-20250506173246427.htm,Không có mô tả
3 thay đổi quan trọng được chờ đợi trên iOS 19,https://dantri.com.vn/cong-nghe/3-thay-doi-quan-trong-duoc-cho-doi-tren-ios-19-20250506232927515.htm,Không có mô tả
133 học sinh được miễn thi tốt nghiệp THPT và ưu tiên tuyển thẳng ĐH 2025,https://dantri.com.vn/giao-duc/133-hoc-sinh-duoc-mien-thi-tot-nghiep-thpt-va-uu-tien-tuyen-thang-dh-2025-20250507233748360.htm,Không có mô tả
133 học sinh được miễn thi tốt nghiệp THPT và ưu tiên tuyển thẳng ĐH 2025,https://dantri.com.vn/giao-duc/133-hoc-sinh-duoc-mien-thi-tot-nghiep-thpt-va-uu-tien-tuyen-thang-dh-2025-20250507233748360.htm,Không có mô tả
Chuyên gia tài chính gợi ý 4 việc cần làm ngay sau khi tốt nghiệp đại học,https://dantri.com.vn/giao-duc/chuyen-gia-tai-chinh-goi-y-4-viec-can-lam-ngay-sau-khi-tot-nghiep-dai-hoc-20250507153717344.htm,Không có mô tả
31% giáo viên TPHCM có trình độ tiếng Anh dưới B1 có phải đi học lại?,https://dantri.com.vn/giao-duc/31-giao-vien-tphcm-co-trinh-do-tieng-anh-duoi-b1-co-phai-di-hoc-lai-20250507234605141.htm,Không có mô tả
"Chê sinh viên mặc đồ ""xuyên thấu"", giảng viên nhận câu trả lời sốc",https://dantri.com.vn/giao-duc/che-sinh-vien-mac-do-xuyen-thau-giang-vien-nhan-cau-tra-loi-soc-20250507101251690.htm,Không có mô tả
"Chê sinh viên mặc đồ ""xuyên thấu"", giảng viên nhận câu trả lời sốc",https://dantri.com.vn/giao-duc/che-sinh-vien-mac-do-xuyen-thau-giang-vien-nhan-cau-tra-loi-soc-20250507101251690.htm,Không có mô tả
"Mẹ dạy con trai bại não gây xúc động: ""Không nhận sự thương hại của ai""",https://dantri.com.vn/giao-duc/me-day-con-trai-bai-nao-gay-xuc-dong-khong-nhan-su-thuong-hai-cua-ai-20250506125435467.htm,Không có mô tả
"Dự kiến ""khai tử"" hình thức kỷ luật đình chỉ học với học sinh",https://dantri.com.vn/giao-duc/du-kien-khai-tu-hinh-thuc-ky-luat-dinh-chi-hoc-voi-hoc-sinh-20250507225903985.htm,Không có mô tả
"Trường ĐH đầu tiên triển khai ""ươm tạo tài năng"" từ bậc THPT",https://dantri.com.vn/giao-duc/truong-dh-dau-tien-trien-khai-uom-tao-tai-nang-tu-bac-thpt-20250507213652635.htm,Không có mô tả
Hà Nội giải bài toán phân luồng bằng ngày hội hướng nghiệp 10.000 người,https://dantri.com.vn/giao-duc/ha-noi-giai-bai-toan-phan-luong-bang-ngay-hoi-huong-nghiep-10000-nguoi-20250507153744603.htm,Không có mô tả
"Đơn vị sáp nhập, cán bộ viện kiểm sát nghỉ hưu sớm được trợ cấp 2,6 tỷ đồng",https://dantri.com.vn/lao-dong-viec-lam/don-vi-sap-nhap-can-bo-vien-kiem-sat-nghi-huu-som-duoc-tro-cap-26-ty-dong-20250507135745068.htm,Không có mô tả
"Đơn vị sáp nhập, cán bộ viện kiểm sát nghỉ hưu sớm được trợ cấp 2,6 tỷ đồng",https://dantri.com.vn/lao-dong-viec-lam/don-vi-sap-nhap-can-bo-vien-kiem-sat-nghi-huu-som-duoc-tro-cap-26-ty-dong-20250507135745068.htm,Không có mô tả
"20% biên chế phải cắt giảm không nằm trong ngành giáo dục, y tế",https://dantri.com.vn/lao-dong-viec-lam/20-bien-che-phai-cat-giam-khong-nam-trong-nganh-giao-duc-y-te-20250507121802959.htm,Không có mô tả
"Nửa năm 2 lần sáp nhập, Chủ tịch xã thẫn thờ nhắc cả tuổi trẻ làm nhà nước",https://dantri.com.vn/noi-vu/nua-nam-2-lan-sap-nhap-chu-tich-xa-than-tho-nhac-ca-tuoi-tre-lam-nha-nuoc-20250507152317365.htm,Không có mô tả
Nữ nhân viên tuyệt vọng cầu cứu khi bị đồng nghiệp nhốt trong kho đông lạnh,https://dantri.com.vn/lao-dong-viec-lam/nu-nhan-vien-tuyet-vong-cau-cuu-khi-bi-dong-nghiep-nhot-trong-kho-dong-lanh-20250507153137747.htm,Không có mô tả
Nữ nhân viên tuyệt vọng cầu cứu khi bị đồng nghiệp nhốt trong kho đông lạnh,https://dantri.com.vn/lao-dong-viec-lam/nu-nhan-vien-tuyet-vong-cau-cuu-khi-bi-dong-nghiep-nhot-trong-kho-dong-lanh-20250507153137747.htm,Không có mô tả
"Lương giáo viên liệu có ""nhảy vọt"" lên ngang hàng giáo sư?",https://dantri.com.vn/lao-dong-viec-lam/luong-giao-vien-lieu-co-nhay-vot-len-ngang-hang-giao-su-20250507125456284.htm,Không có mô tả
Thanh Hóa có đông lao động dự thi tiếng Hàn nhất cả nước,https://dantri.com.vn/lao-dong-viec-lam/thanh-hoa-co-dong-lao-dong-du-thi-tieng-han-nhat-ca-nuoc-20250507123542842.htm,Không có mô tả
Tàu câu mực khơi tiềm ẩn nguy cơ vi phạm vùng biển nước ngoài,https://dantri.com.vn/lao-dong-viec-lam/tau-cau-muc-khoi-tiem-an-nguy-co-vi-pham-vung-bien-nuoc-ngoai-20250507125703397.htm,Không có mô tả
"Cán bộ công chức cũng thất nghiệp khi tinh giản, cần có bảo hiểm hỗ trợ",https://dantri.com.vn/lao-dong-viec-lam/can-bo-cong-chuc-cung-that-nghiep-khi-tinh-gian-can-co-bao-hiem-ho-tro-20250507114024661.htm,Không có mô tả
Ấn tượng chương trình âm nhạc nghệ thuật Phật giáo tại Đại lễ Vesak 2025,https://dantri.com.vn/giai-tri/an-tuong-chuong-trinh-am-nhac-nghe-thuat-phat-giao-tai-dai-le-vesak-2025-20250508001427603.htm,Không có mô tả
"Hàng loạt tuyến đường ""cụt"" gây lãng phí ở Hà Nội",https://dantri.com.vn/xa-hoi/hang-loat-tuyen-duong-cut-gay-lang-phi-o-ha-noi-20250508022400648.htm,Không có mô tả
"Giữ tâm với những người bệnh ""vô danh""",https://dantri.com.vn/tam-diem/giu-tam-voi-nhung-nguoi-benh-vo-danh-20250507084141996.htm,Không có mô tả
"Mở đại lộ cho kinh tế tư nhân, chắp cánh ""đại bàng"" trong nước",https://dantri.com.vn/tam-diem/mo-dai-lo-cho-kinh-te-tu-nhan-chap-canh-dai-bang-trong-nuoc-20250507074437755.htm,Không có mô tả
,https://dantri.com.vn/noi-vu/ngach-cong-chuc-voi-tinh-nang-moi-trong-du-luat-can-bo-cong-chuc-sua-doi-20250506203308009.htm,Không có mô tả
,https://dantri.com.vn/khoa-hoc/nguoi-thay-20-nam-bien-nha-thanh-xuong-sang-che-cho-hoc-tro-20250504120903230.htm,Không có mô tả
TikToker Lê Việt Hùng bị tạm giữ,https://dantri.com.vn/phap-luat/tiktoker-le-viet-hung-bi-tam-giu-20250508003042731.htm,Không có mô tả
TikToker Lê Việt Hùng bị tạm giữ,https://dantri.com.vn/phap-luat/tiktoker-le-viet-hung-bi-tam-giu-20250508003042731.htm,Không có mô tả
"Manh mối giúp cảnh sát truy vết, bắt giữ 2 nghi phạm xâm hại lăng mộ vua Lê",https://dantri.com.vn/phap-luat/manh-moi-giup-canh-sat-truy-vet-bat-giu-2-nghi-pham-xam-hai-lang-mo-vua-le-20250508094623375.htm,Không có mô tả
Đề nghị giảm 5-7 năm tù cho cựu Bí thư tỉnh Bến Tre Lê Đức Thọ,https://dantri.com.vn/phap-luat/de-nghi-giam-5-7-nam-tu-cho-cuu-bi-thu-tinh-ben-tre-le-duc-tho-20250508090945425.htm,Không có mô tả
Tạm hoãn phiên tòa xét xử Lê Thanh Nhất Nguyên về tội lừa đảo,https://dantri.com.vn/phap-luat/tam-hoan-phien-toa-xet-xu-le-thanh-nhat-nguyen-ve-toi-lua-dao-20250508082748500.htm,Không có mô tả
Phở 200.000 đồng ở sân bay Nội Bài: Đắt đỏ do gánh nhiều chi phí?,https://dantri.com.vn/du-lich/pho-200000-dong-o-san-bay-noi-bai-dat-do-do-ganh-nhieu-chi-phi-20250507204901851.htm,Không có mô tả
Phở 200.000 đồng ở sân bay Nội Bài: Đắt đỏ do gánh nhiều chi phí?,https://dantri.com.vn/du-lich/pho-200000-dong-o-san-bay-noi-bai-dat-do-do-ganh-nhieu-chi-phi-20250507204901851.htm,Không có mô tả
"Quán Lòng Chát ở Hà Nội vắng khách, nhân viên nói ""hết lòng xe điếu""",https://dantri.com.vn/du-lich/quan-long-chat-o-ha-noi-vang-khach-nhan-vien-noi-het-long-xe-dieu-20250507182740974.htm,Không có mô tả
Những ngôi nhà vỏ sò và ký ức một thời gian khó của người dân làng biển,https://dantri.com.vn/du-lich/nhung-ngoi-nha-vo-so-va-ky-uc-mot-thoi-gian-kho-cua-nguoi-dan-lang-bien-20250506214529798.htm,Không có mô tả
"Bên trong tàu du lịch hạng sang Hà Nội - Hải Phòng, giá 350.000 đồng/lượt",https://dantri.com.vn/du-lich/ben-trong-tau-du-lich-hang-sang-ha-noi-hai-phong-gia-350000-dongluot-20250507155241841.htm,Không có mô tả
"Mèo hoang rơi vào nồi lẩu sôi sục 9 khách bị bỏng, chủ quán xử lý gây chú ý",https://dantri.com.vn/doi-song/meo-hoang-roi-vao-noi-lau-soi-suc-9-khach-bi-bong-chu-quan-xu-ly-gay-chu-y-20250505141832702.htm,Không có mô tả
"Mèo hoang rơi vào nồi lẩu sôi sục 9 khách bị bỏng, chủ quán xử lý gây chú ý",https://dantri.com.vn/doi-song/meo-hoang-roi-vao-noi-lau-soi-suc-9-khach-bi-bong-chu-quan-xu-ly-gay-chu-y-20250505141832702.htm,Không có mô tả
"Con gái cựu binh chạy xe máy xuyên Việt: ""Bố về, cả nhà thở phào nhẹ nhõm""",https://dantri.com.vn/doi-song/con-gai-cuu-binh-chay-xe-may-xuyen-viet-bo-ve-ca-nha-tho-phao-nhe-nhom-20250506155833974.htm,Không có mô tả
"Lòng xe điếu 40m, giá tiền triệu gây tranh cãi, chuyên gia tiết lộ sự thật",https://dantri.com.vn/doi-song/long-xe-dieu-40m-gia-tien-trieu-gay-tranh-cai-chuyen-gia-tiet-lo-su-that-20250506171410780.htm,Không có mô tả
"Người Việt dậy sớm, cho nhân viên nghỉ làm xem tập duyệt binh ở Nga",https://dantri.com.vn/doi-song/nguoi-viet-day-som-cho-nhan-vien-nghi-lam-xem-tap-duyet-binh-o-nga-20250507112810723.htm,Không có mô tả
"Bạn trai bất ngờ gọi một cái tên lạ, tôi ngậm ngùi chọn cách rời đi",https://dantri.com.vn/tinh-yeu-gioi-tinh/ban-trai-bat-ngo-goi-mot-cai-ten-la-toi-ngam-ngui-chon-cach-roi-di-20250508022334394.htm,Không có mô tả
"Bạn trai bất ngờ gọi một cái tên lạ, tôi ngậm ngùi chọn cách rời đi",https://dantri.com.vn/tinh-yeu-gioi-tinh/ban-trai-bat-ngo-goi-mot-cai-ten-la-toi-ngam-ngui-chon-cach-roi-di-20250508022334394.htm,Không có mô tả
"U60 góa vợ, có 3 con vẫn muốn sinh thêm với nữ nhân viên TPHCM kém 8 tuổi",https://dantri.com.vn/tinh-yeu-gioi-tinh/u60-goa-vo-co-3-con-van-muon-sinh-them-voi-nu-nhan-vien-tphcm-kem-8-tuoi-20250507144337479.htm,Không có mô tả
"Bạn đến thăm tôi đẻ, mẹ chồng nói một câu khiến họ vội vã bỏ về",https://dantri.com.vn/tinh-yeu-gioi-tinh/ban-den-tham-toi-de-me-chong-noi-mot-cau-khien-ho-voi-va-bo-ve-20250507155353599.htm,Không có mô tả
Chiếc váy vàng trong lễ tang cha và sự thật khiến tôi bật khóc,https://dantri.com.vn/tinh-yeu-gioi-tinh/chiec-vay-vang-trong-le-tang-cha-va-su-that-khien-toi-bat-khoc-20250507131437950.htm,Không có mô tả
"Nam thanh niên mắc ""hội chứng đầu gục"" do lạm dụng chất gây nghiện",https://dantri.com.vn/khoa-hoc/nam-thanh-nien-mac-hoi-chung-dau-guc-do-lam-dung-chat-gay-nghien-20250507064511491.htm,Không có mô tả
"Nam thanh niên mắc ""hội chứng đầu gục"" do lạm dụng chất gây nghiện",https://dantri.com.vn/khoa-hoc/nam-thanh-nien-mac-hoi-chung-dau-guc-do-lam-dung-chat-gay-nghien-20250507064511491.htm,Không có mô tả
"Elon Musk: ""Tất cả sự sống trên Trái Đất rốt cuộc sẽ bị Mặt Trời hủy diệt""",https://dantri.com.vn/khoa-hoc/elon-musk-tat-ca-su-song-tren-trai-dat-rot-cuoc-se-bi-mat-troi-huy-diet-20250508064148142.htm,Không có mô tả
Đột phá mưa nhân tạo: Một cốc hóa chất tạo mưa bằng 30 bể bơi Olympic,https://dantri.com.vn/khoa-hoc/dot-pha-mua-nhan-tao-mot-coc-hoa-chat-tao-mua-bang-30-be-boi-olympic-20250507064849945.htm,Không có mô tả
ĐH Harvard: Trẻ bỗng thích 3 màu này có thể đang gặp vấn đề tâm lý,https://dantri.com.vn/khoa-hoc/dh-harvard-tre-bong-thich-3-mau-nay-co-the-dang-gap-van-de-tam-ly-20250506075053278.htm,Không có mô tả
"Giữ tâm với những người bệnh ""vô danh""",https://dantri.com.vn/tam-diem/giu-tam-voi-nhung-nguoi-benh-vo-danh-20250507084141996.htm,Không có mô tả
"Giữ tâm với những người bệnh ""vô danh""",https://dantri.com.vn/tam-diem/giu-tam-voi-nhung-nguoi-benh-vo-danh-20250507084141996.htm,Không có mô tả
"Mở đại lộ cho kinh tế tư nhân, chắp cánh ""đại bàng"" trong nước",https://dantri.com.vn/tam-diem/mo-dai-lo-cho-kinh-te-tu-nhan-chap-canh-dai-bang-trong-nuoc-20250507074437755.htm,Không có mô tả
Đừng để bi kịch nối bi kịch,https://dantri.com.vn/tam-diem/dung-de-bi-kich-noi-bi-kich-20250506100046252.htm,Không có mô tả
Xu hướng mới của quản trị quốc gia,https://dantri.com.vn/tam-diem/xu-huong-moi-cua-quan-tri-quoc-gia-20250506051110171.htm,Không có mô tả
Vụ taxi lao như bay vào đuôi xe tải: Lái xe tải có phải chịu trách nhiệm?,https://dantri.com.vn/ban-doc/vu-taxi-lao-nhu-bay-vao-duoi-xe-tai-lai-xe-tai-co-phai-chiu-trach-nhiem-20250507141016907.htm,Không có mô tả
Vụ taxi lao như bay vào đuôi xe tải: Lái xe tải có phải chịu trách nhiệm?,https://dantri.com.vn/ban-doc/vu-taxi-lao-nhu-bay-vao-duoi-xe-tai-lai-xe-tai-co-phai-chiu-trach-nhiem-20250507141016907.htm,Không có mô tả
"Hủy quyết định không khởi tố, xử lý lái xe cán bé gái ở Vĩnh Long ra sao?",https://dantri.com.vn/ban-doc/huy-quyet-dinh-khong-khoi-to-xu-ly-lai-xe-can-be-gai-o-vinh-long-ra-sao-20250504111250705.htm,Không có mô tả
Xác trâu trôi dạt về hồ Đan Kia - Suối Vàng ở Lâm Đồng sau mưa lớn,https://dantri.com.vn/ban-doc/xac-trau-troi-dat-ve-ho-dan-kia-suoi-vang-o-lam-dong-sau-mua-lon-20250506101002297.htm,Không có mô tả
Vấn đề pháp lý từ vụ ô tô doanh nhân chặn ngang quốc lộ để mở đường,https://dantri.com.vn/ban-doc/van-de-phap-ly-tu-vu-o-to-doanh-nhan-chan-ngang-quoc-lo-de-mo-duong-20250505234935205.htm,Không có mô tả
Túi Hermès bà Trương Mỹ Lan xin lại và các món đồ hiệu xứng đáng để đầu tư,https://dantri.com.vn/giai-tri/tui-hermes-ba-truong-my-lan-xin-lai-va-cac-mon-do-hieu-xung-dang-de-dau-tu-20250428090540842.htm,Không có mô tả
Túi Hermès bà Trương Mỹ Lan xin lại và các món đồ hiệu xứng đáng để đầu tư,https://dantri.com.vn/giai-tri/tui-hermes-ba-truong-my-lan-xin-lai-va-cac-mon-do-hieu-xung-dang-de-dau-tu-20250428090540842.htm,Không có mô tả
"Chị được tái sinh nhờ lá phổi của ""người em"" được chuyển từ Nam ra Bắc",https://dantri.com.vn/suc-khoe/chi-duoc-tai-sinh-nho-la-phoi-cua-nguoi-em-duoc-chuyen-tu-nam-ra-bac-20250507161239611.htm,Không có mô tả
Lời hứa dang dở của người cha với con gái 14 tuổi bị ô tô cán tử vong,https://dantri.com.vn/xa-hoi/loi-hua-dang-do-cua-nguoi-cha-voi-con-gai-14-tuoi-bi-o-to-can-tu-vong-20250507163355112.htm,Không có mô tả
"Nửa năm 2 lần sáp nhập, Chủ tịch xã thẫn thờ nhắc cả tuổi trẻ làm nhà nước",https://dantri.com.vn/noi-vu/nua-nam-2-lan-sap-nhap-chu-tich-xa-than-tho-nhac-ca-tuoi-tre-lam-nha-nuoc-20250507152317365.htm,Không có mô tả
